Chamber,ElapsedDays,pr_mn,pr_lo,pr_hi,M_mn,M_lo,M_hi,A_mn,A_lo,A_hi,phi_mn,Group,Species
4,8.916666667,0.12953434,0.078134133,0.188702178,0.163385,0.108687062,0.221666624,0.286325273,0.113596928,0.474814295,4.120214795,Experiment,Zebrafish
4,8.958333333,0.137143188,0.084063256,0.198411828,0.163441596,0.109947971,0.223403293,0.286328546,0.114999335,0.476709176,4.0939603,Experiment,Zebrafish
4,9,0.145401126,0.088705572,0.20926644,0.163511429,0.10983765,0.223446935,0.286333342,0.11418311,0.477027821,4.067927914,Experiment,Zebrafish
4,9.041666667,0.154172627,0.091774268,0.218966107,0.163595482,0.109514016,0.223490036,0.286339873,0.112127902,0.475605253,4.042125048,Experiment,Zebrafish
4,9.083333333,0.163452594,0.098567324,0.233446534,0.163694659,0.109297967,0.223735852,0.286348343,0.120104981,0.484907178,4.016558959,Experiment,Zebrafish
4,9.125,0.173205011,0.106522099,0.25119896,0.163809787,0.105142998,0.219856324,0.286358943,0.119841341,0.485445871,3.991236725,Experiment,Zebrafish
4,9.166666667,0.183193771,0.112969306,0.264734538,0.1639416,0.105634305,0.22067739,0.286371858,0.122435308,0.488232939,3.966165225,Experiment,Zebrafish
4,9.208333333,0.192861257,0.119139301,0.277590552,0.164090738,0.106450828,0.222067943,0.28638726,0.118704711,0.484795262,3.941351117,Experiment,Zebrafish
4,9.25,0.201298081,0.118667504,0.283033833,0.164257736,0.107173202,0.22298798,0.286405313,0.118428412,0.484965059,3.916800823,Experiment,Zebrafish
4,9.291666667,0.207339896,0.125020574,0.292342962,0.164443019,0.107030196,0.223163793,0.286426166,0.117813944,0.485641415,3.892520514,Experiment,Zebrafish
4,9.333333333,0.209807038,0.127883529,0.296744211,0.1646469,0.107229867,0.223574047,0.28644996,0.117999288,0.486602548,3.868516094,Experiment,Zebrafish
4,9.375,0.20784368,0.125423239,0.292431726,0.164869572,0.106775932,0.223738004,0.286476823,0.116656811,0.486208201,3.844793199,Experiment,Zebrafish
4,9.416666667,0.201237959,0.128676779,0.289798723,0.165111106,0.106652186,0.224125214,0.286506869,0.116894625,0.486939214,3.82135718,Experiment,Zebrafish
4,9.458333333,0.190592186,0.115046017,0.267863457,0.165371448,0.106500503,0.224762335,0.286540202,0.116382985,0.486812321,3.798213107,Experiment,Zebrafish
4,9.5,0.17722678,0.107191216,0.250108871,0.165650421,0.10641072,0.225507094,0.28657691,0.116167154,0.486877357,3.775365767,Experiment,Zebrafish
4,9.541666667,0.162850357,0.099063613,0.233350162,0.165947717,0.107682647,0.227028144,0.28661707,0.115224561,0.4870513,3.752819662,Experiment,Zebrafish
4,9.583333333,0.149148022,0.087283478,0.214071254,0.166262904,0.108201231,0.227816239,0.286660742,0.107490717,0.481366644,3.730579017,Experiment,Zebrafish
4,9.625,0.137449585,0.080509767,0.200948097,0.166595421,0.108121639,0.22816104,0.286707976,0.1094714,0.484530766,3.708647787,Experiment,Zebrafish
4,9.666666667,0.128582769,0.071334098,0.188283037,0.166944587,0.108846877,0.229414869,0.286758802,0.107326466,0.483240395,3.687029669,Experiment,Zebrafish
4,9.708333333,0.122902887,0.065320415,0.18126338,0.167309597,0.108552241,0.229844274,0.28681324,0.106736136,0.484048209,3.665728112,Experiment,Zebrafish
4,9.75,0.120409048,0.064141223,0.179542443,0.167689528,0.10869805,0.230697219,0.286871291,0.109223362,0.488061817,3.644746337,Experiment,Zebrafish
4,9.791666667,0.120857498,0.067586971,0.183631978,0.168083347,0.108358669,0.230960407,0.286932943,0.105133473,0.485456457,3.624087349,Experiment,Zebrafish
4,9.833333333,0.123837445,0.068323177,0.185640881,0.16848991,0.109232649,0.232436859,0.286998168,0.10668827,0.488662984,3.603753966,Experiment,Zebrafish
4,9.875,0.128831039,0.072696842,0.192712139,0.168907973,0.109588983,0.233333585,0.287066921,0.106105939,0.489091149,3.583748834,Experiment,Zebrafish
4,9.916666667,0.135301703,0.078208434,0.201296831,0.169336196,0.110545324,0.234752781,0.287139144,0.105643622,0.49099019,3.564074457,Experiment,Zebrafish
4,9.958333333,0.142829718,0.082969596,0.211518976,0.169773151,0.110806954,0.235427608,0.287214761,0.111333724,0.498098477,3.544733221,Experiment,Zebrafish
4,10,0.15117334,0.0873891,0.223438671,0.170217333,0.110959374,0.236111709,0.287293682,0.105897668,0.493795211,3.525727422,Experiment,Zebrafish
4,10.04166667,0.1602666,0.095076638,0.240998937,0.170667163,0.111198193,0.236782598,0.287375803,0.10810481,0.497258865,3.507059298,Experiment,Zebrafish
4,10.08333333,0.170113771,0.096890052,0.251809453,0.171121,0.110857422,0.236911871,0.287461005,0.108796172,0.499318899,3.488731057,Experiment,Zebrafish
4,10.125,0.18061787,0.103913898,0.269457831,0.17157715,0.110495263,0.23729212,0.287549156,0.109090165,0.501494735,3.470744908,Experiment,Zebrafish
4,10.16666667,0.191423713,0.10847064,0.281951788,0.172033877,0.110717531,0.238165961,0.28764011,0.101144942,0.494819426,3.453103094,Experiment,Zebrafish
4,10.20833333,0.201825035,0.111310155,0.29471829,0.172489409,0.110702403,0.238930759,0.287733712,0.10217792,0.49592807,3.435807927,Experiment,Zebrafish
4,10.25,0.210776055,0.114592268,0.303351554,0.172941951,0.108668522,0.237351977,0.287829792,0.099996271,0.495751807,3.418861814,Experiment,Zebrafish
4,10.29166667,0.217037888,0.12185608,0.313280284,0.173389693,0.109040684,0.238616837,0.287928175,0.097275255,0.495354867,3.402267295,Experiment,Zebrafish
4,10.33333333,0.21946698,0.127151267,0.319535905,0.173830822,0.109618361,0.239733531,0.288028675,0.102745646,0.501816374,3.386027069,Experiment,Zebrafish
4,10.375,0.217319888,0.129127441,0.315314245,0.174263528,0.110150965,0.240832309,0.2881311,0.105228945,0.505296687,3.370144032,Experiment,Zebrafish
4,10.41666667,0.210517573,0.124610752,0.301943028,0.174686017,0.109917258,0.241053519,0.288235252,0.09397165,0.496523555,3.354621296,Experiment,Zebrafish
4,10.45833333,0.199768854,0.120980101,0.289291894,0.175096518,0.11044748,0.242416541,0.288340931,0.10330342,0.506792756,3.339462226,Experiment,Zebrafish
4,10.5,0.186384521,0.109947951,0.268884748,0.175493295,0.11084749,0.243826065,0.288447933,0.101631223,0.508020657,3.324670463,Experiment,Zebrafish
4,10.54166667,0.171998965,0.100291482,0.249894291,0.17587465,0.111502425,0.245197591,0.288556055,0.094091289,0.501829686,3.310249945,Experiment,Zebrafish
4,10.58333333,0.1582264,0.087454957,0.23008149,0.176238937,0.11247297,0.247178825,0.288665095,0.097898557,0.506847347,3.296204936,Experiment,Zebrafish
4,10.625,0.146370563,0.083017608,0.220890653,0.176584565,0.11347554,0.248781846,0.288774855,0.094128786,0.505671678,3.282540039,Experiment,Zebrafish
4,10.66666667,0.137277505,0.07382737,0.209060073,0.17691001,0.113604629,0.24938106,0.288885139,0.09393258,0.507460332,3.269260215,Experiment,Zebrafish
4,10.70833333,0.131343444,0.068542261,0.201055038,0.177213817,0.113436542,0.249983291,0.28899576,0.099799768,0.515675239,3.2563708,Experiment,Zebrafish
4,10.75,0.128610451,0.067601762,0.199929997,0.177494612,0.110800656,0.24806275,0.289106539,0.093593586,0.510773132,3.243877509,Experiment,Zebrafish
4,10.79166667,0.128870983,0.066802044,0.199276196,0.177751101,0.111263411,0.249070974,0.289217304,0.09325985,0.51292461,3.231786451,Experiment,Zebrafish
4,10.83333333,0.131740849,0.067118804,0.200727723,0.177982083,0.112919553,0.251287367,0.289327895,0.101328822,0.522423771,3.220104126,Experiment,Zebrafish
4,10.875,0.136738154,0.0744851,0.21222074,0.178186449,0.112567263,0.251649366,0.289438163,0.100716799,0.523776122,3.20883743,Experiment,Zebrafish
4,10.91666667,0.14337683,0.07913043,0.222013046,0.178363191,0.112286262,0.252020927,0.289547973,0.087627793,0.512959694,3.197993651,Experiment,Zebrafish
4,10.95833333,0.151232886,0.081128524,0.232481815,0.178511404,0.113131924,0.253419628,0.289657201,0.085432741,0.511878512,3.187580457,Experiment,Zebrafish
4,11,0.160044273,0.084959791,0.24361818,0.178630288,0.112883725,0.253625134,0.289765738,0.086739708,0.514463538,3.177605891,Experiment,Zebrafish
4,11.04166667,0.169671719,0.087550576,0.257491156,0.178719158,0.112977631,0.254226109,0.28987349,0.086793217,0.516006604,3.168078354,Experiment,Zebrafish
4,11.08333333,0.179998073,0.091673586,0.273317274,0.178777439,0.112593899,0.254509629,0.289980377,0.08797149,0.51954137,3.159006581,Experiment,Zebrafish
4,11.125,0.190786235,0.099745829,0.291635967,0.178804674,0.112054473,0.254455079,0.290086331,0.081969209,0.515343782,3.150399624,Experiment,Zebrafish
4,11.16666667,0.201537484,0.101714143,0.303125719,0.178800523,0.110953149,0.253912231,0.290191302,0.087651483,0.521981252,3.142266824,Experiment,Zebrafish
4,11.20833333,0.211435008,0.1074526,0.319072592,0.178764769,0.110546959,0.254128511,0.290295251,0.087309175,0.523865588,3.134617776,Experiment,Zebrafish
4,11.25,0.219404405,0.120559374,0.336211898,0.178697315,0.109753398,0.254143267,0.290398154,0.093806438,0.532029367,3.127462297,Experiment,Zebrafish
4,11.29166667,0.224303544,0.123937729,0.33935627,0.178598185,0.109474325,0.254527195,0.290499996,0.09147954,0.530964113,3.120810389,Experiment,Zebrafish
4,11.33333333,0.225129242,0.125656009,0.337860351,0.178467529,0.108487014,0.25404247,0.290600777,0.09225854,0.532131596,3.114672195,Experiment,Zebrafish
4,11.375,0.221311775,0.123155292,0.326766586,0.178305617,0.107783663,0.253619335,0.290700507,0.091688998,0.533408385,3.109057955,Experiment,Zebrafish
4,11.41666667,0.212955977,0.119033654,0.312278266,0.178112845,0.10814198,0.254343936,0.290799203,0.091499972,0.533589352,3.103977955,Experiment,Zebrafish
4,11.45833333,0.200820169,0.110209895,0.292900355,0.177889725,0.107384548,0.253727814,0.290896893,0.090720442,0.53500006,3.09944248,Experiment,Zebrafish
4,11.5,0.186203092,0.10049193,0.274101286,0.177636893,0.106765643,0.253444531,0.29099361,0.090776275,0.538143258,3.095461758,Experiment,Zebrafish
4,11.54166667,0.170729322,0.092374016,0.255928064,0.177355099,0.106771315,0.253696232,0.291089396,0.086557644,0.535744696,3.092045903,Experiment,Zebrafish
4,11.58333333,0.156017247,0.080777004,0.236291182,0.177045209,0.105725468,0.252916173,0.291184296,0.080326123,0.53107661,3.089204859,Experiment,Zebrafish
4,11.625,0.143392387,0.072676371,0.222105362,0.176708198,0.105290973,0.252851429,0.291278359,0.081346779,0.533917919,3.086948338,Experiment,Zebrafish
4,11.66666667,0.133728841,0.067822947,0.213502361,0.176345147,0.104536706,0.252740855,0.291371638,0.079625334,0.534326353,3.085285758,Experiment,Zebrafish
4,11.70833333,0.127438316,0.060665753,0.202792632,0.175957238,0.103912404,0.252310063,0.291464188,0.080865877,0.536474894,3.084226184,Experiment,Zebrafish
4,11.75,0.124570263,0.057963905,0.199074189,0.175545747,0.103217319,0.252304375,0.291556068,0.080205382,0.538251309,3.083778261,Experiment,Zebrafish
4,11.79166667,0.124918034,0.058886509,0.20007653,0.175112039,0.103475076,0.253146187,0.291647334,0.08049184,0.540655851,3.083950152,Experiment,Zebrafish
4,11.83333333,0.12807921,0.060070003,0.202815897,0.17465756,0.103019408,0.25312744,0.291738047,0.079610935,0.541408507,3.084749476,Experiment,Zebrafish
4,11.875,0.13353561,0.064789437,0.212004324,0.174183829,0.102108298,0.252502399,0.291828269,0.079434663,0.54234374,3.086183241,Experiment,Zebrafish
4,11.91666667,0.140665623,0.069202985,0.224745267,0.173692428,0.10142934,0.252196806,0.291918061,0.082665761,0.547311677,3.088257787,Experiment,Zebrafish
4,11.95833333,0.148865135,0.073220932,0.237394119,0.173184996,0.102089872,0.253150469,0.292007486,0.079023888,0.544431678,3.090978722,Experiment,Zebrafish
4,12,0.157636328,0.073531452,0.247917861,0.172663217,0.101540738,0.252551337,0.292096612,0.081656022,0.548793753,3.094350863,Experiment,Zebrafish
4,12.04166667,0.166680198,0.075208588,0.262992303,0.172128808,0.101018169,0.252053163,0.292185506,0.076825169,0.545747393,3.09837818,Experiment,Zebrafish
4,12.08333333,0.175804,0.082424842,0.28267574,0.171583514,0.100120589,0.251552262,0.29227424,0.077363614,0.547391162,3.103063741,Experiment,Zebrafish
4,12.125,0.184804167,0.081224238,0.292196875,0.171029091,0.098129283,0.249839038,0.292362892,0.077026317,0.5488809,3.108409661,Experiment,Zebrafish
4,12.16666667,0.193350921,0.089123323,0.309324837,0.170467299,0.097527071,0.249384262,0.292451542,0.075453699,0.54911374,3.114417053,Experiment,Zebrafish
4,12.20833333,0.200900341,0.092073564,0.319718242,0.16989989,0.097477459,0.249586737,0.292540281,0.075424237,0.550463657,3.121085984,Experiment,Zebrafish
4,12.25,0.206684643,0.089914367,0.320509401,0.169328595,0.097478282,0.249738483,0.292629206,0.077366545,0.553518812,3.128415434,Experiment,Zebrafish
4,12.29166667,0.209824677,0.100692629,0.327829617,0.168755114,0.095803829,0.247980303,0.292718421,0.07722144,0.555445724,3.136403264,Experiment,Zebrafish
4,12.33333333,0.209521726,0.104848182,0.325160814,0.168181107,0.095433184,0.24783919,0.292808045,0.077914185,0.558715601,3.145046177,Experiment,Zebrafish
4,12.375,0.205166803,0.101038647,0.314153176,0.167608182,0.094778876,0.247226879,0.292898205,0.074655135,0.55706365,3.154339701,Experiment,Zebrafish
4,12.41666667,0.196731712,0.101099561,0.303095307,0.167037884,0.095266616,0.247923061,0.292989043,0.0767268,0.561428193,3.16427816,Experiment,Zebrafish
4,12.45833333,0.184835927,0.09393722,0.283997771,0.166471688,0.094599232,0.24748037,0.293080714,0.074866954,0.561835536,3.174854669,Experiment,Zebrafish
4,12.5,0.170615032,0.084006084,0.264701938,0.165910987,0.094626408,0.247905297,0.293173387,0.074538263,0.564003562,3.186061116,Experiment,Zebrafish
4,12.54166667,0.155637697,0.076466373,0.246224283,0.16535709,0.093110225,0.246769478,0.293267246,0.074598415,0.565935713,3.197888164,Experiment,Zebrafish
4,12.58333333,0.141539499,0.064633469,0.224539096,0.164811205,0.092381458,0.246363616,0.293362493,0.075068707,0.568266874,3.210325257,Experiment,Zebrafish
4,12.625,0.129670502,0.055757261,0.209322797,0.164274443,0.091628549,0.245923902,0.293459343,0.076102778,0.571430844,3.223360626,Experiment,Zebrafish
4,12.66666667,0.120903899,0.048152575,0.197305117,0.163747805,0.09171721,0.246461336,0.293558029,0.077100709,0.573299794,3.236981312,Experiment,Zebrafish
4,12.70833333,0.115622562,0.043465674,0.190643504,0.163232181,0.091556852,0.246570619,0.2936588,0.075416668,0.572710728,3.251173184,Experiment,Zebrafish
4,12.75,0.113881194,0.044825401,0.192063551,0.162728346,0.089624622,0.245021073,0.293761918,0.075420669,0.574803384,3.265920977,Experiment,Zebrafish
4,12.79166667,0.115504886,0.048240283,0.196551567,0.162236956,0.091369325,0.247182962,0.293867661,0.075494956,0.577851792,3.281208327,Experiment,Zebrafish
4,12.83333333,0.120114874,0.048788005,0.200470012,0.161758548,0.091667871,0.24765807,0.293976322,0.074051688,0.579946917,3.297017821,Experiment,Zebrafish
4,12.875,0.127086025,0.055881915,0.212700224,0.161293539,0.088050459,0.244317723,0.294088203,0.063270402,0.572190385,3.313331043,Experiment,Zebrafish
4,12.91666667,0.135516815,0.062272007,0.227513823,0.160842226,0.087502885,0.244391338,0.294203619,0.062475155,0.573817325,3.330128643,Experiment,Zebrafish
4,12.95833333,0.144482567,0.066768007,0.242365973,0.16040479,0.083963271,0.241225808,0.294322893,0.061861551,0.574689775,3.347390398,Experiment,Zebrafish
5,0,0.166987269,0.051068583,0.29589583,0.21150001,0.107402945,0.325848871,0.534526457,0.073540627,1.082198191,8.604879735,Experiment,Zebrafish
5,0.041666667,0.186132267,0.059396074,0.328817565,0.210844769,0.106257395,0.322353901,0.533595353,0.079024349,1.081689075,8.504620406,Experiment,Zebrafish
5,0.083333333,0.208211338,0.068655168,0.359771931,0.210191768,0.108520799,0.322455753,0.532688737,0.087318963,1.082665463,8.404361076,Experiment,Zebrafish
5,0.125,0.232085038,0.085509382,0.39327086,0.209541022,0.107243418,0.319458444,0.531806378,0.087381495,1.076719468,8.304101747,Experiment,Zebrafish
5,0.166666667,0.256199108,0.106071323,0.427369579,0.20889262,0.107258536,0.317439014,0.53094806,0.079790825,1.063940595,8.20384389,Experiment,Zebrafish
5,0.208333333,0.278512773,0.119365376,0.450942801,0.208247003,0.107849247,0.316036139,0.530113608,0.080574352,1.05964077,8.103596244,Experiment,Zebrafish
5,0.25,0.296708754,0.133882133,0.47186191,0.207605007,0.108588752,0.314840602,0.529302882,0.081305302,1.058458501,8.00337579,Experiment,Zebrafish
5,0.291666667,0.308616112,0.146671523,0.487486707,0.20696781,0.107197796,0.311932068,0.528515769,0.08204333,1.054024427,7.903207162,Experiment,Zebrafish
5,0.333333333,0.312533984,0.156155329,0.496822771,0.206336896,0.108187328,0.311093455,0.527752169,0.093515497,1.059399093,7.803122079,Experiment,Zebrafish
5,0.375,0.307478433,0.147768632,0.483614454,0.205714012,0.10646862,0.308305706,0.527011986,0.086068551,1.044466921,7.703158772,Experiment,Zebrafish
5,0.416666667,0.293387801,0.133167049,0.464564123,0.205101127,0.105950871,0.306077865,0.526295125,0.088919325,1.041204811,7.603361436,Experiment,Zebrafish
5,0.458333333,0.271286022,0.11567031,0.432819306,0.204500395,0.106438919,0.305300855,0.525601476,0.090539338,1.036838324,7.503779684,Experiment,Zebrafish
5,0.5,0.24332957,0.100148461,0.393174275,0.203914114,0.106108448,0.303858111,0.524930913,0.091879253,1.031990849,7.404468019,Experiment,Zebrafish
5,0.541666667,0.212643104,0.081820286,0.348411234,0.203344694,0.105877978,0.302456414,0.52428329,0.094814044,1.031364479,7.305485313,Experiment,Zebrafish
5,0.583333333,0.182754256,0.066296022,0.302398805,0.202794625,0.104798495,0.300128702,0.52365843,0.096409739,1.028155124,7.206894298,Experiment,Zebrafish
5,0.625,0.156705788,0.058418516,0.26686068,0.202266438,0.105054146,0.298897567,0.523056127,0.0978526,1.024589058,7.108761076,Experiment,Zebrafish
5,0.666666667,0.136357971,0.052017238,0.239496284,0.20176268,0.106238824,0.299265672,0.522476141,0.094878195,1.016709975,7.011154634,Experiment,Zebrafish
5,0.708333333,0.122374309,0.040914692,0.21097829,0.201285887,0.105983042,0.297754538,0.521918195,0.098991164,1.018209224,6.914146374,Experiment,Zebrafish
5,0.75,0.114681388,0.037109173,0.1986164,0.200838552,0.106405639,0.297110284,0.521381977,0.090780926,1.006303754,6.817809659,Experiment,Zebrafish
5,0.791666667,0.112970834,0.038183488,0.197326921,0.200423107,0.105894464,0.295562059,0.520867135,0.09068557,1.001697838,6.722219372,Experiment,Zebrafish
5,0.833333333,0.116992708,0.040151229,0.203633072,0.200041895,0.105888862,0.29470444,0.520373281,0.092539791,0.997274888,6.627451488,Experiment,Zebrafish
5,0.875,0.126600962,0.046715955,0.219079648,0.199697154,0.107189408,0.295035985,0.519899993,0.093214522,0.995397771,6.53358266,Experiment,Zebrafish
5,0.916666667,0.141615051,0.055913726,0.241888501,0.199390995,0.107232305,0.294049552,0.519446812,0.094237561,0.993311305,6.440689823,Experiment,Zebrafish
5,0.958333333,0.161584178,0.063504642,0.266080611,0.199125387,0.108659661,0.294463576,0.519013249,0.097115261,0.99284017,6.34884981,Experiment,Zebrafish
5,1,0.185565954,0.075576573,0.29941005,0.198902142,0.107149671,0.292097319,0.518598785,0.107207149,0.999210072,6.258138988,Experiment,Zebrafish
5,1.041666667,0.212017184,0.091902096,0.335692059,0.198722897,0.112526372,0.296214817,0.518202875,0.109140964,0.995841354,6.168632903,Experiment,Zebrafish
5,1.083333333,0.238840431,0.110705335,0.376511781,0.198589111,0.11262241,0.295252088,0.517824952,0.109502297,0.992519535,6.08040595,Experiment,Zebrafish
5,1.125,0.263610345,0.131354954,0.412765756,0.198502043,0.11495327,0.296657948,0.517464432,0.105711271,0.986277923,5.993531051,Experiment,Zebrafish
5,1.166666667,0.283938398,0.146033209,0.437225451,0.198462751,0.115377755,0.296266494,0.517120715,0.105784192,0.982191868,5.908079358,Experiment,Zebrafish
5,1.208333333,0.297839275,0.152536214,0.451677398,0.19847208,0.115167646,0.295236413,0.516793191,0.109305031,0.981777431,5.824119967,Experiment,Zebrafish
5,1.25,0.303983612,0.156044543,0.457369471,0.198530655,0.113586613,0.2926766,0.516481247,0.113092649,0.981288123,5.741719651,Experiment,Zebrafish
5,1.291666667,0.301808332,0.156345654,0.454446627,0.198638878,0.11286257,0.290620514,0.516184264,0.113129873,0.977973504,5.660942615,Experiment,Zebrafish
5,1.333333333,0.291531875,0.153245846,0.443735229,0.198796916,0.113409392,0.290556191,0.515901631,0.114631226,0.97704837,5.581850258,Experiment,Zebrafish
5,1.375,0.274119553,0.145280848,0.423972745,0.199004707,0.113452978,0.289980983,0.515632742,0.108283504,0.966067213,5.504500967,Experiment,Zebrafish
5,1.416666667,0.251200086,0.124707246,0.388588007,0.199261946,0.113679695,0.289172649,0.515377001,0.109638341,0.963838619,5.428949913,Experiment,Zebrafish
5,1.458333333,0.224917036,0.105684406,0.348198838,0.199568091,0.115077092,0.289351341,0.51513383,0.112609197,0.962160727,5.35524888,Experiment,Zebrafish
5,1.5,0.197701802,0.092789174,0.312338131,0.19992236,0.115099544,0.288651659,0.514902667,0.109592547,0.957216426,5.283446103,Experiment,Zebrafish
5,1.541666667,0.171960267,0.075773802,0.271576226,0.200323726,0.116871677,0.289555594,0.514682973,0.112038878,0.957807417,5.213586123,Experiment,Zebrafish
5,1.583333333,0.14971062,0.064534522,0.239852166,0.200770924,0.117301323,0.289012982,0.514474234,0.112177566,0.953781344,5.145709663,Experiment,Zebrafish
5,1.625,0.132306308,0.054726172,0.215840386,0.20126245,0.118370587,0.289463425,0.514275963,0.112671277,0.951599404,5.079853525,Experiment,Zebrafish
5,1.666666667,0.120401587,0.045849095,0.196279064,0.201796563,0.120063648,0.290683825,0.514087703,0.112501532,0.948767264,5.016050495,Experiment,Zebrafish
5,1.708333333,0.114167677,0.044671591,0.189155107,0.20237129,0.120110382,0.289935881,0.51390903,0.118886118,0.951845984,4.95432927,Experiment,Zebrafish
5,1.75,0.113596005,0.044467252,0.188862702,0.202984433,0.120388208,0.289639208,0.513739551,0.123317859,0.952970118,4.894714407,Experiment,Zebrafish
5,1.791666667,0.118712288,0.049537402,0.198601516,0.203633573,0.121541488,0.290026325,0.513578912,0.124101909,0.949458594,4.83722628,Experiment,Zebrafish
5,1.833333333,0.12961107,0.051321677,0.209687318,0.204316079,0.121226692,0.289641937,0.513426791,0.125198504,0.947792003,4.781881056,Experiment,Zebrafish
5,1.875,0.146292799,0.066011934,0.238725342,0.205029118,0.122522489,0.290607327,0.513282907,0.126684891,0.947680913,4.728690692,Experiment,Zebrafish
5,1.916666667,0.168353297,0.078413971,0.267586074,0.205769666,0.122630845,0.29002861,0.513147013,0.126607261,0.945004569,4.677662938,Experiment,Zebrafish
5,1.958333333,0.194677911,0.095382774,0.304673685,0.20653452,0.12335323,0.289995678,0.513018903,0.127996053,0.942619093,4.628801363,Experiment,Zebrafish
5,2,0.223352811,0.113468756,0.342306939,0.207320316,0.124019682,0.289776413,0.512898411,0.129915253,0.941360524,4.582105393,Experiment,Zebrafish
5,2.041666667,0.251897333,0.140048557,0.386414583,0.208123537,0.125239565,0.290285826,0.512785406,0.128848633,0.937424162,4.53757036,Experiment,Zebrafish
5,2.083333333,0.277703188,0.159516238,0.419146151,0.208940538,0.126226605,0.290757867,0.512679802,0.133578774,0.940263669,4.49518757,Experiment,Zebrafish
5,2.125,0.298469272,0.172756305,0.441219556,0.209767562,0.127028226,0.291214512,0.512581547,0.129637827,0.935151785,4.454944379,Experiment,Zebrafish
5,2.166666667,0.312494434,0.184727323,0.459421888,0.210600762,0.128465035,0.292201276,0.512490634,0.12922337,0.93213729,4.416824281,Experiment,Zebrafish
5,2.208333333,0.318804928,0.18636688,0.461846769,0.211436221,0.130014098,0.293059191,0.512407093,0.127923163,0.929515912,4.380807014,Experiment,Zebrafish
5,2.25,0.317156728,0.186557454,0.458435967,0.212269976,0.131106485,0.293553262,0.512330996,0.139906871,0.938623757,4.34686867,Experiment,Zebrafish
5,2.291666667,0.30796517,0.17411371,0.443978201,0.213098044,0.132392317,0.294385096,0.512262456,0.139824409,0.935575572,4.314981815,Experiment,Zebrafish
5,2.333333333,0.292199355,0.16440354,0.42556864,0.213916446,0.134442567,0.296246196,0.512201628,0.137457657,0.931383772,4.285115626,Experiment,Zebrafish
5,2.375,0.271259673,0.147585002,0.395253287,0.214721235,0.135254071,0.297179566,0.512148709,0.137417751,0.928547487,4.257236027,Experiment,Zebrafish
5,2.416666667,0.246848687,0.134664097,0.367114423,0.215508518,0.13675684,0.298008409,0.512103937,0.1379348,0.924499476,4.231305843,Experiment,Zebrafish
5,2.458333333,0.220845169,0.116838401,0.329671421,0.21627449,0.136854215,0.297557997,0.512067595,0.138863484,0.924352389,4.20728495,Experiment,Zebrafish
5,2.5,0.19517968,0.104122747,0.29711354,0.217015456,0.13957744,0.30025771,0.512040011,0.136262349,0.919735097,4.185130441,Experiment,Zebrafish
5,2.541666667,0.171685503,0.089049385,0.262551577,0.21772786,0.140924738,0.301552409,0.512021557,0.126215128,0.90715259,4.164796797,Experiment,Zebrafish
5,2.583333333,0.151905856,0.073060453,0.232148982,0.218408312,0.140301635,0.301001393,0.512012649,0.128641116,0.907681516,4.146236055,Experiment,Zebrafish
5,2.625,0.136919385,0.063489517,0.211933426,0.219053613,0.140441123,0.300999376,0.512013752,0.143221244,0.917840404,4.129397986,Experiment,Zebrafish
5,2.666666667,0.127311156,0.057968229,0.200643235,0.219660778,0.141636933,0.302023756,0.512025376,0.143046988,0.915087235,4.114230281,Experiment,Zebrafish
5,2.708333333,0.123326483,0.055131445,0.195878448,0.220227064,0.14221759,0.302439306,0.512048078,0.141901768,0.912723103,4.100678729,Experiment,Zebrafish
5,2.75,0.125091879,0.056013992,0.198516573,0.220749987,0.142922789,0.303063675,0.512082463,0.129527211,0.897166627,4.088687405,Experiment,Zebrafish
5,2.791666667,0.132753708,0.057244691,0.206328561,0.221227345,0.143605708,0.303938012,0.512129183,0.130397365,0.895169389,4.078198856,Experiment,Zebrafish
5,2.833333333,0.146445432,0.071145743,0.231651728,0.221657236,0.138246861,0.297801136,0.512188937,0.132428384,0.893559984,4.069154289,Experiment,Zebrafish
5,2.875,0.166066905,0.087379121,0.261075322,0.222038074,0.138563772,0.297470555,0.51226247,0.132013659,0.89135304,4.061493755,Experiment,Zebrafish
5,2.916666667,0.190948966,0.101674005,0.289467891,0.222368599,0.139487397,0.297693238,0.512350573,0.1469978,0.904042098,4.055156339,Experiment,Zebrafish
5,2.958333333,0.219589986,0.123408761,0.328690151,0.222647893,0.141456293,0.298661412,0.51245408,0.149090841,0.902075747,4.050080338,Experiment,Zebrafish
5,3,0.249686194,0.144026793,0.364569731,0.222875385,0.142276336,0.29870356,0.512573869,0.134848407,0.88555585,4.046203449,Experiment,Zebrafish
5,3.041666667,0.278508506,0.173032255,0.407287254,0.22305086,0.141535445,0.297447771,0.512710856,0.135354368,0.88383386,4.043462943,Experiment,Zebrafish
5,3.083333333,0.303419833,0.191089503,0.436045743,0.223174455,0.142067021,0.297418779,0.512865997,0.135491735,0.882109723,4.041795841,Experiment,Zebrafish
5,3.125,0.322282998,0.203779716,0.451474192,0.223246666,0.145643269,0.300011585,0.513040282,0.135947039,0.879761895,4.041139086,Experiment,Zebrafish
5,3.166666667,0.333667233,0.213087296,0.463586353,0.22326834,0.146288416,0.299869449,0.51323473,0.152133403,0.89355821,4.041429707,Experiment,Zebrafish
